地址,经度,纬度,业务分类,客户名称,所在城市,所属团队,汇总时间,项目名称,项目周期,商务负责人,合同额（万元）,款项名称,开票额（万元）,到帐额（万元）,地产品牌,已开票未到账额,未执行完合同额,类型
徐州市鼓楼区九里山西路1号,,,地产,徐州万汇置业有限公司,徐州,城市事业部,2018-01-12 00:00:00,DataMap,零期,刘培锐,36,,,,万科,,24,脉策经营收入
徐州市鼓楼区九里山西路1号,,,地产,徐州万汇置业有限公司,徐州,城市事业部,2018-04-09 00:00:00,DataMap,一期,刘培锐,,一期款,12,,万科,,,脉策经营收入
徐州市鼓楼区九里山西路1号,,,地产,徐州万汇置业有限公司,徐州,城市事业部,2018-05-23 00:00:00,DataMap,一期,刘培锐,,一期款,,12,万科,,,脉策经营收入
上海市龙阳路永达大厦,,,零售和其他,上海数卜信息科技有限公司,上海,数据科学团队,2018-01-05 00:00:00,服务费用,零期,孙怀杰,24,,,,,,16,脉策经营收入
上海市龙阳路永达大厦,,,零售和其他,上海数卜信息科技有限公司,上海,数据科学团队,2018-01-06 00:00:00,服务费用,一期,孙怀杰,,一期款,2,,,,,脉策经营收入
上海市龙阳路永达大厦,,,零售和其他,上海数卜信息科技有限公司,上海,数据科学团队,2018-01-12 00:00:00,服务费用,一期,孙怀杰,,一期款,,2,,,,脉策经营收入
上海市龙阳路永达大厦,,,零售和其他,上海数卜信息科技有限公司,上海,数据科学团队,2018-03-07 00:00:00,服务费用,二期,孙怀杰,,二期款,4,,,,,脉策经营收入
上海市龙阳路永达大厦,,,零售和其他,上海数卜信息科技有限公司,上海,数据科学团队,2018-03-30 00:00:00,服务费用,二期,孙怀杰,,二期款,,4,,,,脉策经营收入
上海市龙阳路永达大厦,,,零售和其他,上海数卜信息科技有限公司,上海,数据科学团队,2018-04-17 00:00:00,服务费用,三期,孙怀杰,,三期款,2,,,,,脉策经营收入
上海市龙阳路永达大厦,,,零售和其他,上海数卜信息科技有限公司,上海,数据科学团队,2018-04-20 00:00:00,服务费用,三期,孙怀杰,,三期款,,2,,,,脉策经营收入
中国（上海）自由贸易试验区张江路727号208A,,,地产,上海瀚茂企业管理有限公司,上海,地产事业部,2018-02-12 00:00:00,DataMap,零期,郭斌亮,30,,,,万科,9,15,脉策经营收入
中国（上海）自由贸易试验区张江路727号208A,,,地产,上海瀚茂企业管理有限公司,上海,地产事业部,2018-03-20 00:00:00,DataMap,一期,郭斌亮,,一期款,15,,万科,,,脉策经营收入
中国（上海）自由贸易试验区张江路727号208A,,,地产,上海瀚茂企业管理有限公司,上海,地产事业部,2018-03-20 00:00:00,DataMap,二期,郭斌亮,,二期款,9,,万科,,,脉策经营收入
中国（上海）自由贸易试验区张江路727号208A,,,地产,上海瀚茂企业管理有限公司,上海,地产事业部,2018-05-24 00:00:00,DataMap,一期,郭斌亮,,一期款,,15,万科,,,脉策经营收入
上海市奉贤区南桥镇,,,地产,上海卓骕房地产开发有限公司,上海,地产事业部,2018-03-05 00:00:00,数据咨询服务合同,零期,王旻昊,5,,,,金地,,,脉策经营收入
上海市奉贤区南桥镇,,,地产,上海卓骕房地产开发有限公司,上海,地产事业部,2018-04-08 00:00:00,数据咨询服务合同,一期,王旻昊,,一期款,5,,金地,,,脉策经营收入
上海市奉贤区南桥镇,,,地产,上海卓骕房地产开发有限公司,上海,地产事业部,2018-04-26 00:00:00,数据咨询服务合同,一期,王旻昊,,一期款,,5,金地,,,脉策经营收入
厦门市思明区厦禾路1036号四楼G127,,,地产,厦门冠寓商业管理有限公司,厦门,地产事业部,2018-03-06 00:00:00,DataMap,零期,王道强,15,,,,龙湖,10,10,脉策经营收入
厦门市思明区厦禾路1036号四楼G127,,,地产,厦门冠寓商业管理有限公司,厦门,地产事业部,2018-03-26 00:00:00,DataMap,一期,王道强,,一期款,5,,龙湖,,,脉策经营收入
厦门市思明区厦禾路1036号四楼G127,,,地产,厦门冠寓商业管理有限公司,厦门,地产事业部,2018-04-16 00:00:00,DataMap,一期,王道强,,一期款,,5,龙湖,,,脉策经营收入
厦门市思明区厦禾路1036号四楼G127,,,地产,厦门冠寓商业管理有限公司,厦门,地产事业部,2018-06-01 00:00:00,DataMap,二期,王道强,,二期款,10,,龙湖,,,脉策经营收入
杭州市余杭区南苑街道迎宾路501号,,,地产,杭州高庆房地产有限公司,杭州,地产事业部,2018-03-07 00:00:00,"余之城AI Store 互动系统开发

",零期,王可青,13,,,,,,5,脉策经营收入
杭州市余杭区南苑街道迎宾路501号,,,地产,杭州高庆房地产有限公司,杭州,地产事业部,2018-03-07 00:00:00,"余之城AI Store 互动系统开发

",一期,王可青,,一期款,3,,,,,脉策经营收入
杭州市余杭区南苑街道迎宾路501号,,,地产,杭州高庆房地产有限公司,杭州,地产事业部,2018-03-28 00:00:00,"余之城AI Store 互动系统开发

",一期,王可青,,一期款,,3,,,,脉策经营收入
杭州市余杭区南苑街道迎宾路501号,,,地产,杭州高庆房地产有限公司,杭州,地产事业部,2018-03-28 00:00:00,"余之城AI Store 互动系统开发

",二期,王可青,,二期款,5,,,,,脉策经营收入
杭州市余杭区南苑街道迎宾路501号,,,地产,杭州高庆房地产有限公司,杭州,地产事业部,2018-04-12 00:00:00,"余之城AI Store 互动系统开发

",二期,王可青,,二期款,,5,,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,后台,2018-03-23 00:00:00,服务费用,零期,汤舸,20,,,,,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,后台,2018-03-23 00:00:00,服务费用,一期,汤舸,,一期款,20,,,,,脉策经营收入
北京市东直门外大街39号京投快轨大厦608,,,零售和其他,北京腾云天下科技有限公司,北京,后台,2018-03-30 00:00:00,服务费用,一期,汤舸,,一期款,,20,,,,脉策经营收入
抚顺市顺城区,,,旅游,抚顺市旅游产业发展委员会,抚顺,旅游事业部,2018-03-09 00:00:00,抚顺市游客动态数据平台建设方案设计,零期,李庆华,8,,,,,,2.4,脉策经营收入
抚顺市顺城区,,,旅游,抚顺市旅游产业发展委员会,抚顺,旅游事业部,2018-03-09 00:00:00,抚顺市游客动态数据平台建设方案设计,一期,李庆华,,一期款,5.6,,,,,脉策经营收入
抚顺市顺城区,,,旅游,抚顺市旅游产业发展委员会,抚顺,旅游事业部,2018-03-22 00:00:00,抚顺市游客动态数据平台建设方案设计,一期,李庆华,,一期款,,5.6,,,,脉策经营收入
南京市鼓楼区华侨路高家酒馆15号,,,城市,南京市城市规划编制研究中心,南京,城市事业部,2018-03-13 00:00:00,南京市城市总体规划专题研究,零期,刘谷一,36,,,,,,25.2,脉策经营收入
南京市鼓楼区华侨路高家酒馆15号,,,城市,南京市城市规划编制研究中心,南京,城市事业部,2018-03-13 00:00:00,南京市城市总体规划专题研究,一期,刘谷一,,一期款,10.8,,,,,脉策经营收入
南京市鼓楼区华侨路高家酒馆15号,,,城市,南京市城市规划编制研究中心,南京,城市事业部,2018-03-27 00:00:00,南京市城市总体规划专题研究,一期,刘谷一,,一期款,,10.8,,,,脉策经营收入
青岛市城阳区双元路16号,,,地产,青岛龙湖置业拓展有限公司,青岛,地产事业部,2018-03-15 00:00:00,DataMap,零期,王道强,30,,,,龙湖,,9,脉策经营收入
青岛市城阳区双元路16号,,,地产,青岛龙湖置业拓展有限公司,青岛,地产事业部,2018-03-15 00:00:00,DataMap,一期,王道强,,一期款,12,,龙湖,,,脉策经营收入
青岛市城阳区双元路16号,,,地产,青岛龙湖置业拓展有限公司,青岛,地产事业部,2018-03-30 00:00:00,DataMap,一期,王道强,,一期款,,12,龙湖,,,脉策经营收入
青岛市城阳区双元路16号,,,地产,青岛龙湖置业拓展有限公司,青岛,地产事业部,2018-05-02 00:00:00,DataMap,二期,王道强,,二期款,9,,龙湖,,,脉策经营收入
青岛市城阳区双元路16号,,,地产,青岛龙湖置业拓展有限公司,青岛,地产事业部,2018-05-02 00:00:00,DataMap,二期,王道强,,二期款,,9,龙湖,,,脉策经营收入
深圳市南山区华侨城创意文化园E5栋,,,地产,深圳华侨城创新研究院有限公司,深圳,城市事业部,2018-03-21 00:00:00,数据咨询服务合同,零期,刘谷一,30,,,,华侨城,15,15,脉策经营收入
深圳市南山区华侨城创意文化园E5栋,,,地产,深圳华侨城创新研究院有限公司,深圳,城市事业部,2018-04-20 00:00:00,数据咨询服务合同,一期,刘谷一,,一期款,15,,华侨城,,,脉策经营收入
深圳市南山区华侨城创意文化园E5栋,,,地产,深圳华侨城创新研究院有限公司,深圳,城市事业部,2018-04-08 00:00:00,数据咨询服务合同,一期,刘谷一,,一期款,,15,华侨城,,,脉策经营收入
深圳市南山区华侨城创意文化园E5栋,,,地产,深圳华侨城创新研究院有限公司,深圳,城市事业部,2018-04-20 00:00:00,数据咨询服务合同,二期,刘谷一,,二期款,15,,华侨城,,,脉策经营收入
天津市河西区,,,地产,天津睿吉置业有限公司,天津,地产事业部,2018-03-21 00:00:00,数据咨询服务合同,零期,王道强,30,,,,龙湖,,15,脉策经营收入
天津市河西区,,,地产,天津睿吉置业有限公司,天津,地产事业部,2018-03-21 00:00:00,数据咨询服务合同,一期,王道强,,一期款,15,,龙湖,,,脉策经营收入
天津市河西区,,,地产,天津睿吉置业有限公司,天津,地产事业部,2018-03-28 00:00:00,数据咨询服务合同,一期,王道强,,一期款,,15,龙湖,,,脉策经营收入
上海市徐汇区田林路200号华鑫天地B座3楼,,,零售和其他,永辉云创科技有限公司,上海,地产事业部,2018-03-26 00:00:00,DataMap,零期,王可青,60,,,,永辉,,30,脉策经营收入
上海市徐汇区田林路200号华鑫天地B座3楼,,,零售和其他,永辉云创科技有限公司,上海,地产事业部,2018-03-26 00:00:00,DataMap,一期,王可青,,一期款,30,,永辉,,,脉策经营收入
上海市徐汇区田林路200号华鑫天地B座3楼,,,零售和其他,永辉云创科技有限公司,上海,地产事业部,2018-05-22 00:00:00,DataMap,一期,王可青,,一期款,,30,永辉,,,脉策经营收入
上海市闵行区虹梅路3125号,,,地产,上海魔域投资管理有限公司,上海,地产事业部,2018-03-27 00:00:00,魔方集团地图大数据分析与运营定价模型试点项目,零期,王可青,45,,,,,,20,脉策经营收入
上海市闵行区虹梅路3125号,,,地产,上海魔域投资管理有限公司,上海,地产事业部,2018-04-11 00:00:00,魔方集团地图大数据分析与运营定价模型试点项目,一期,王可青,,一期款,25,,,,,脉策经营收入
上海市闵行区虹梅路3125号,,,地产,上海魔域投资管理有限公司,上海,地产事业部,2018-05-09 00:00:00,魔方集团地图大数据分析与运营定价模型试点项目,一期,王可青,,一期款,,25,,,,脉策经营收入
杭州市富春路188号,,,旅游,杭州市旅游委员会,杭州,旅游事业部,2018-03-27 00:00:00,杭州旅游经济实验室数据采集、挖掘和服务——搜索数据采集项目合同,零期,李庆华,29.7,,,,,,8.91,脉策经营收入
杭州市富春路188号,,,旅游,杭州市旅游委员会,杭州,旅游事业部,2018-03-27 00:00:00,杭州旅游经济实验室数据采集、挖掘和服务——搜索数据采集项目合同,一期,李庆华,,一期款,20.79,,,,,脉策经营收入
杭州市富春路188号,,,旅游,杭州市旅游委员会,杭州,旅游事业部,2018-04-08 00:00:00,杭州旅游经济实验室数据采集、挖掘和服务——搜索数据采集项目合同,一期,李庆华,,一期款,,20.79,,,,脉策经营收入
南京市浦口区江浦街道凤凰大街10号,,,地产,南京金拓房地产开发有限公司,南京,数字化运营事业部,2018-03-27 00:00:00,营销信息系统,零期,陈焱,15,,,,金地,,15,脉策经营收入
句容市宝华镇,,,地产,句容明金泰置业有限公司,句容,数字化运营事业部,2018-03-27 00:00:00,营销信息系统,零期,陈焱,15,,,,金地,,15,脉策经营收入
北京市朝阳区东三环北路27号楼,,,地产,北京雅信房地产开发有限公司,北京,地产事业部,2018-03-28 00:00:00,雅居乐地产石家庄城市进入研究方案,零期,王道强,30,,,,雅居乐,12,21,脉策经营收入
北京市朝阳区东三环北路27号楼,,,地产,北京雅信房地产开发有限公司,北京,地产事业部,2018-04-08 00:00:00,雅居乐地产石家庄城市进入研究方案,一期,王道强,,一期款,9,,雅居乐,,,脉策经营收入
北京市朝阳区东三环北路27号楼,,,地产,北京雅信房地产开发有限公司,北京,地产事业部,2018-04-27 00:00:00,雅居乐地产石家庄城市进入研究方案,一期,王道强,,一期款,,9,雅居乐,,,脉策经营收入
北京市朝阳区东三环北路27号楼,,,地产,北京雅信房地产开发有限公司,北京,地产事业部,2018-05-07 00:00:00,雅居乐地产石家庄城市进入研究方案,二期,王道强,,二期款,12,,雅居乐,,,脉策经营收入
上海市东方路3447号,,,城市,上海市城市建设设计研究总院(集团)有限公司,上海,城市事业部,2018-04-11 00:00:00,铁路客运交通枢纽地区集约化城市设计技术与应用,零期,刘培锐,20,,,,,,10,脉策经营收入
上海市东方路3447号,,,城市,上海市城市建设设计研究总院(集团)有限公司,上海,城市事业部,2018-04-11 00:00:00,铁路客运交通枢纽地区集约化城市设计技术与应用,一期,刘培锐,,一期款,10,,,,,脉策经营收入
上海市东方路3447号,,,城市,上海市城市建设设计研究总院(集团)有限公司,上海,城市事业部,2018-05-15 00:00:00,铁路客运交通枢纽地区集约化城市设计技术与应用,一期,刘培锐,,一期款,,10,,,,脉策经营收入
上海市人民大道200号,,,城市,上海市发展和改革委员会,上海,城市事业部,2018-04-13 00:00:00,深化完善“十三五”规划数据信息工作平台及大数据分析评价,零期,刘培锐,15,,,,,7.5,15,脉策经营收入
上海市人民大道200号,,,城市,上海市发展和改革委员会,上海,城市事业部,2018-05-23 00:00:00,深化完善“十三五”规划数据信息工作平台及大数据分析评价,一期,刘培锐,,一期款,7.5,,,,,脉策经营收入
江西省南昌市高新区艾溪湖北路188号,,,地产,南昌辰林房地产有限公司,南昌,地产事业部,2018-04-17 00:00:00,江西万科南昌城市地图数据平台,零期,郭斌亮,40,,,,万科,24,40,脉策经营收入
江西省南昌市高新区艾溪湖北路188号,,,地产,南昌辰林房地产有限公司,南昌,地产事业部,2018-05-02 00:00:00,江西万科南昌城市地图数据平台,一期,郭斌亮,,一期款,24,,万科,,,脉策经营收入
上海市静安区巨鹿路915号12楼,,,城市,中国共产主义青年团上海市静安区委员会,上海,城市事业部,2018-04-18 00:00:00,静安“青年大脑”——静安青少年24小时分布地图,零期,刘培锐,17.8,,,,,,17.8,脉策经营收入
上海市,,,地产,来安金弘新房地产有限公司,上海,数字化运营事业部,2018-04-19 00:00:00,营销信息系统,零期,陈焱,15,,,,金地,,15,脉策经营收入
杭州市西湖区天目山路358-3号,,,旅游,杭州市西湖区风景旅游局,杭州,旅游事业部,2018-04-23 00:00:00,杭州市西湖区旅游大数据平台建设项目,零期,李庆华,91,,,,,,27.3,脉策经营收入
杭州市西湖区天目山路358-3号,,,旅游,杭州市西湖区风景旅游局,杭州,旅游事业部,2018-04-23 00:00:00,杭州市西湖区旅游大数据平台建设项目,一期,李庆华,,一期款,63.7,,,,,脉策经营收入
杭州市西湖区天目山路358-3号,,,旅游,杭州市西湖区风景旅游局,杭州,旅游事业部,2018-05-28 00:00:00,杭州市西湖区旅游大数据平台建设项目,一期,李庆华,,一期款,,63.7,,,,脉策经营收入
上海市嘉定区金沙江西路1555弄388号一层1,,,地产,上海恒逸房地产有限公司（上海龙湖地产）,上海,地产事业部,2018-05-03 00:00:00,DataMap,零期,王道强,30,,,,龙湖,,30,脉策经营收入
上海市浦东新区世纪大道2001号,,,城市,浦东新区发展和改革委员会,上海,城市事业部,2018-05-14 00:00:00,浦东新区社会事业设施现状及控规比对分析系统,零期,刘培锐,19,,,,,7.6,19,脉策经营收入
上海市浦东新区世纪大道2001号,,,城市,浦东新区发展和改革委员会,上海,城市事业部,2018-05-14 00:00:00,浦东新区社会事业设施现状及控规比对分析系统,一期,刘培锐,,一期款,7.6,,,,,脉策经营收入
上海市浦东区陆家嘴环路汇亚大厦,,,地产,GIC,上海,地产事业部,2018-05-18 00:00:00,DataMap,零期,王可青,40.435872,,,,GIC,,,脉策经营收入
上海市浦东区陆家嘴环路汇亚大厦,,,地产,GIC,上海,地产事业部,2018-05-30 00:00:00,DataMap,一期,王可青,,一期款,40.435872,,GIC,,,脉策经营收入
上海市浦东区陆家嘴环路汇亚大厦,,,地产,GIC,上海,地产事业部,2018-05-30 00:00:00,DataMap,一期,王可青,,一期款,,40.435872,GIC,,,脉策经营收入
南京市,,,地产,南京金拓房地产开发有限公司,南京,数字化运营事业部,2018-05-22 00:00:00,商业WiFi巡展解决方案合作协议,零期,陈焱,2,,,,金地,,2,脉策经营收入
上海市新元南路555号,,,城市,上海临港经济发展（集团）有限公司,上海,城市事业部,2018-05-22 00:00:00,临港集团卓越科创园区数字支持系统框架研究,零期,刘培锐,29,,,,临港,14.5,29,脉策经营收入
上海市新元南路555号,,,城市,上海临港经济发展（集团）有限公司,上海,城市事业部,2018-05-22 00:00:00,临港集团卓越科创园区数字支持系统框架研究,一期,刘培锐,,一期款,14.5,,临港,,,脉策经营收入
上海市浦东新区新金桥路27号,,,地产,上海金桥出口加工区房地产发展有限公司,上海,数字化运营事业部,2018-06-04 00:00:00,临港新城大数据客户洞察分析,零期,陈焱,15,,,,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2016-09-30 00:00:00,线上培训,一期,黄积小,29.67495,一期款,29.67495,29.67495,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2016-10-31 00:00:00,线上培训,一期,黄积小,8.65693,一期款,8.65693,8.65693,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2016-11-30 00:00:00,线上培训,一期,黄积小,30.58647,一期款,30.58647,30.58647,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2016-12-30 00:00:00,线上培训,一期,黄积小,19.416886,一期款,19.416886,19.416886,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2017-01-30 00:00:00,线上培训,一期,黄积小,13.641416,一期款,13.641416,13.641416,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2017-02-28 00:00:00,线上培训,一期,黄积小,16.923655,一期款,16.923655,16.923655,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2017-03-30 00:00:00,线上培训,一期,黄积小,16.91487,一期款,16.91487,16.91487,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2017-04-30 00:00:00,线上培训,一期,黄积小,20.631092,一期款,20.631092,20.631092,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2017-05-30 00:00:00,线上培训,一期,黄积小,11.651412,一期款,11.651412,11.651412,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2017-06-30 00:00:00,线上培训,一期,黄积小,11.656468,一期款,11.656468,11.656468,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2017-07-30 00:00:00,线上培训,一期,黄积小,12.474521,一期款,12.474521,12.474521,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2017-08-30 00:00:00,线上培训,一期,黄积小,8.517324,一期款,8.517324,8.517324,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2017-09-30 00:00:00,线上培训,一期,黄积小,10.470108,一期款,10.470108,10.470108,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2017-10-30 00:00:00,线上培训,一期,黄积小,42.686964,一期款,42.686964,42.686964,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2017-11-30 00:00:00,线上培训,一期,黄积小,19.89302,一期款,19.89302,19.89302,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2017-12-25 00:00:00,线上培训,一期,黄积小,30.027146,一期款,30.027146,30.027146,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2018-01-26 00:00:00,线上培训,一期,黄积小,68.855825,一期款,68.855825,68.855825,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2018-02-28 00:00:00,线上培训,一期,黄积小,55.366643,一期款,55.366643,55.366643,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2018-03-23 00:00:00,线上培训,一期,黄积小,20.91735,一期款,20.91735,20.91735,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2018-04-28 00:00:00,线上培训,一期,黄积小,99.0467,一期款,99.0467,99.0467,,,,脉策经营收入
杭州滨江区,,,培训,网易课堂+腾讯课堂,杭州,培训事业部,2018-05-31 00:00:00,线上培训,一期,黄积小,52.085002,一期款,52.085002,52.085002,,,,脉策经营收入